commence_time,home_team,away_team,bookmaker,market_type,name,price,point,price_normalized,point_normalized,home_team_encoded,away_team_encoded,market_type_encoded,bookmaker_encoded
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,MyBookie.ag,h2h,Milwaukee Bucks,3.72,0.0,0.09066666666666667,0.0888468809073724,3,9,0,8
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,MyBookie.ag,spreads,Cleveland Cavaliers,1.91,-8.5,0.03033333333333333,0.05671077504725898,3,9,1,8
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,MyBookie.ag,spreads,Milwaukee Bucks,1.91,8.5,0.03033333333333333,0.12098298676748583,3,9,1,8
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,MyBookie.ag,totals,Over,1.91,221.0,0.03033333333333333,0.9243856332703213,3,9,2,8
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,MyBookie.ag,totals,Under,1.91,221.0,0.03033333333333333,0.9243856332703213,3,9,2,8
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,FanDuel,h2h,Cleveland Cavaliers,1.25,0.0,0.008333333333333331,0.0888468809073724,3,9,0,6
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,FanDuel,h2h,Milwaukee Bucks,4.15,0.0,0.10500000000000001,0.0888468809073724,3,9,0,6
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,FanDuel,spreads,Cleveland Cavaliers,1.89,-8.5,0.029666666666666668,0.05671077504725898,3,9,1,6
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,FanDuel,spreads,Milwaukee Bucks,1.93,8.5,0.030999999999999993,0.12098298676748583,3,9,1,6
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,FanDuel,totals,Over,1.93,221.0,0.030999999999999993,0.9243856332703213,3,9,2,6
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,FanDuel,totals,Under,1.89,221.0,0.029666666666666668,0.9243856332703213,3,9,2,6
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,DraftKings,h2h,Cleveland Cavaliers,1.28,0.0,0.009333333333333332,0.0888468809073724,3,9,0,5
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,DraftKings,h2h,Milwaukee Bucks,3.85,0.0,0.095,0.0888468809073724,3,9,0,5
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,DraftKings,spreads,Cleveland Cavaliers,1.89,-9.0,0.029666666666666668,0.054820415879017016,3,9,1,5
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,DraftKings,spreads,Milwaukee Bucks,1.93,9.0,0.030999999999999993,0.1228733459357278,3,9,1,5
