commence_time,home_team,away_team,bookmaker,market_type,name,price,point
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetMGM,spreads,Los Angeles Lakers,1.95,3.5
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetMGM,totals,Over,1.91,223.5
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetMGM,totals,Under,1.91,223.5
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetOnline.ag,h2h,Golden State Warriors,1.61,
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetOnline.ag,h2h,Los Angeles Lakers,2.45,
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetOnline.ag,spreads,Golden State Warriors,1.91,-4.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetOnline.ag,spreads,Los Angeles Lakers,1.91,4.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetOnline.ag,totals,Over,1.91,223.5
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetOnline.ag,totals,Under,1.91,223.5
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,LowVig.ag,h2h,Golden State Warriors,1.61,
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,LowVig.ag,h2h,Los Angeles Lakers,2.45,
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,LowVig.ag,spreads,Golden State Warriors,1.94,-4.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,LowVig.ag,spreads,Los Angeles Lakers,1.94,4.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,LowVig.ag,totals,Over,1.93,223.5
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,LowVig.ag,totals,Under,1.93,223.5
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,MyBookie.ag,h2h,Golden State Warriors,1.59,
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,MyBookie.ag,h2h,Los Angeles Lakers,2.37,
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,MyBookie.ag,spreads,Golden State Warriors,1.91,-4.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,MyBookie.ag,spreads,Los Angeles Lakers,1.91,4.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,MyBookie.ag,totals,Over,1.91,224.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,MyBookie.ag,totals,Under,1.91,224.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetRivers,h2h,Golden State Warriors,1.61,
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetRivers,h2h,Los Angeles Lakers,2.35,
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetRivers,spreads,Golden State Warriors,1.92,-4.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetRivers,spreads,Los Angeles Lakers,1.89,4.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetRivers,totals,Over,1.92,224.0
2024-12-26T01:00:00Z,Golden State Warriors,Los Angeles Lakers,BetRivers,totals,Under,1.89,224.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,DraftKings,h2h,Denver Nuggets,1.77,
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,DraftKings,h2h,Phoenix Suns,2.1,
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,DraftKings,spreads,Denver Nuggets,1.89,-2.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,DraftKings,spreads,Phoenix Suns,1.93,2.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,DraftKings,totals,Over,1.93,234.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,DraftKings,totals,Under,1.89,234.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,FanDuel,h2h,Denver Nuggets,1.79,
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,FanDuel,h2h,Phoenix Suns,2.08,
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,FanDuel,spreads,Denver Nuggets,1.91,-2.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,FanDuel,spreads,Phoenix Suns,1.91,2.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,FanDuel,totals,Over,1.91,233.5
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,FanDuel,totals,Under,1.91,233.5
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,Bovada,h2h,Denver Nuggets,1.77,
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,Bovada,h2h,Phoenix Suns,2.1,
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,Bovada,spreads,Denver Nuggets,1.91,-2.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,Bovada,spreads,Phoenix Suns,1.91,2.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,Bovada,totals,Over,1.91,234.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,Bovada,totals,Under,1.91,234.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetMGM,h2h,Denver Nuggets,1.74,
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetMGM,h2h,Phoenix Suns,2.1,
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetMGM,spreads,Denver Nuggets,1.87,-1.5
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetMGM,spreads,Phoenix Suns,1.95,1.5
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetMGM,totals,Over,1.87,233.5
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetMGM,totals,Under,1.95,233.5
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetOnline.ag,h2h,Denver Nuggets,1.77,
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetOnline.ag,h2h,Phoenix Suns,2.1,
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetOnline.ag,spreads,Denver Nuggets,1.91,-2.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetOnline.ag,spreads,Phoenix Suns,1.91,2.0
2024-12-26T03:30:00Z,Phoenix Suns,Denver Nuggets,BetOnline.ag,totals,Over,1.91,233.5
